series_id,state_name,state_id,year,period,label,value
LASST190000000000003,Iowa,19,1989,M11,1989 Nov,4.2
LASST190000000000003,Iowa,19,1989,M12,1989 Dec,4.2
LASST190000000000003,Iowa,19,1990,M01,1990 Jan,4.3
LASST190000000000003,Iowa,19,1990,M02,1990 Feb,4.3
LASST190000000000003,Iowa,19,1990,M03,1990 Mar,4.3
LASST190000000000003,Iowa,19,1990,M04,1990 Apr,4.3
LASST190000000000003,Iowa,19,1990,M05,1990 May,4.3
LASST190000000000003,Iowa,19,1990,M06,1990 Jun,4.4
LASST190000000000003,Iowa,19,1990,M07,1990 Jul,4.4
LASST190000000000003,Iowa,19,1990,M08,1990 Aug,4.4
LASST190000000000003,Iowa,19,1990,M09,1990 Sep,4.5
LASST190000000000003,Iowa,19,1990,M10,1990 Oct,4.5
LASST190000000000003,Iowa,19,1990,M11,1990 Nov,4.6
LASST190000000000003,Iowa,19,1990,M12,1990 Dec,4.7
LASST190000000000003,Iowa,19,1991,M01,1991 Jan,4.7
LASST190000000000003,Iowa,19,1991,M02,1991 Feb,4.8
LASST190000000000003,Iowa,19,1991,M03,1991 Mar,4.8
LASST190000000000003,Iowa,19,1991,M04,1991 Apr,4.7
LASST190000000000003,Iowa,19,1991,M05,1991 May,4.7
LASST190000000000003,Iowa,19,1991,M06,1991 Jun,4.6
LASST190000000000003,Iowa,19,1991,M07,1991 Jul,4.6
LASST190000000000003,Iowa,19,1991,M08,1991 Aug,4.6
LASST190000000000003,Iowa,19,1991,M09,1991 Sep,4.6
LASST190000000000003,Iowa,19,1991,M10,1991 Oct,4.6
LASST190000000000003,Iowa,19,1991,M11,1991 Nov,4.7
LASST190000000000003,Iowa,19,1991,M12,1991 Dec,4.7
LASST190000000000003,Iowa,19,1992,M01,1992 Jan,4.7
LASST190000000000003,Iowa,19,1992,M02,1992 Feb,4.7
LASST190000000000003,Iowa,19,1992,M03,1992 Mar,4.6
LASST190000000000003,Iowa,19,1992,M04,1992 Apr,4.6
LASST190000000000003,Iowa,19,1992,M05,1992 May,4.5
LASST190000000000003,Iowa,19,1992,M06,1992 Jun,4.5
LASST190000000000003,Iowa,19,1992,M07,1992 Jul,4.4
LASST190000000000003,Iowa,19,1992,M08,1992 Aug,4.4
LASST190000000000003,Iowa,19,1992,M09,1992 Sep,4.4
LASST190000000000003,Iowa,19,1992,M10,1992 Oct,4.3
LASST190000000000003,Iowa,19,1992,M11,1992 Nov,4.3
LASST190000000000003,Iowa,19,1992,M12,1992 Dec,4.2
LASST190000000000003,Iowa,19,1993,M01,1993 Jan,4.2
LASST190000000000003,Iowa,19,1993,M02,1993 Feb,4.2
LASST190000000000003,Iowa,19,1993,M03,1993 Mar,4.2
LASST190000000000003,Iowa,19,1993,M04,1993 Apr,4.2
LASST190000000000003,Iowa,19,1993,M05,1993 May,4.2
LASST190000000000003,Iowa,19,1993,M06,1993 Jun,4.2
LASST190000000000003,Iowa,19,1993,M07,1993 Jul,4.1
LASST190000000000003,Iowa,19,1993,M08,1993 Aug,4
LASST190000000000003,Iowa,19,1993,M09,1993 Sep,3.9
LASST190000000000003,Iowa,19,1993,M10,1993 Oct,3.9
LASST190000000000003,Iowa,19,1993,M11,1993 Nov,3.8
LASST190000000000003,Iowa,19,1993,M12,1993 Dec,3.8
LASST190000000000003,Iowa,19,1994,M01,1994 Jan,3.8
LASST190000000000003,Iowa,19,1994,M02,1994 Feb,3.7
LASST190000000000003,Iowa,19,1994,M03,1994 Mar,3.7
LASST190000000000003,Iowa,19,1994,M04,1994 Apr,3.6
LASST190000000000003,Iowa,19,1994,M05,1994 May,3.5
LASST190000000000003,Iowa,19,1994,M06,1994 Jun,3.4
LASST190000000000003,Iowa,19,1994,M07,1994 Jul,3.4
LASST190000000000003,Iowa,19,1994,M08,1994 Aug,3.4
LASST190000000000003,Iowa,19,1994,M09,1994 Sep,3.4
LASST190000000000003,Iowa,19,1994,M10,1994 Oct,3.4
LASST190000000000003,Iowa,19,1994,M11,1994 Nov,3.4
LASST190000000000003,Iowa,19,1994,M12,1994 Dec,3.4
LASST190000000000003,Iowa,19,1995,M01,1995 Jan,3.4
LASST190000000000003,Iowa,19,1995,M02,1995 Feb,3.4
LASST190000000000003,Iowa,19,1995,M03,1995 Mar,3.4
LASST190000000000003,Iowa,19,1995,M04,1995 Apr,3.5
LASST190000000000003,Iowa,19,1995,M05,1995 May,3.5
LASST190000000000003,Iowa,19,1995,M06,1995 Jun,3.5
LASST190000000000003,Iowa,19,1995,M07,1995 Jul,3.5
LASST190000000000003,Iowa,19,1995,M08,1995 Aug,3.5
LASST190000000000003,Iowa,19,1995,M09,1995 Sep,3.4
LASST190000000000003,Iowa,19,1995,M10,1995 Oct,3.4
LASST190000000000003,Iowa,19,1995,M11,1995 Nov,3.4
LASST190000000000003,Iowa,19,1995,M12,1995 Dec,3.5
LASST190000000000003,Iowa,19,1996,M01,1996 Jan,3.5
LASST190000000000003,Iowa,19,1996,M02,1996 Feb,3.5
LASST190000000000003,Iowa,19,1996,M03,1996 Mar,3.6
LASST190000000000003,Iowa,19,1996,M04,1996 Apr,3.6
LASST190000000000003,Iowa,19,1996,M05,1996 May,3.6
LASST190000000000003,Iowa,19,1996,M06,1996 Jun,3.5
LASST190000000000003,Iowa,19,1996,M07,1996 Jul,3.5
LASST190000000000003,Iowa,19,1996,M08,1996 Aug,3.5
LASST190000000000003,Iowa,19,1996,M09,1996 Sep,3.5
LASST190000000000003,Iowa,19,1996,M10,1996 Oct,3.5
LASST190000000000003,Iowa,19,1996,M11,1996 Nov,3.5
LASST190000000000003,Iowa,19,1996,M12,1996 Dec,3.5
LASST190000000000003,Iowa,19,1997,M01,1997 Jan,3.4
LASST190000000000003,Iowa,19,1997,M02,1997 Feb,3.4
LASST190000000000003,Iowa,19,1997,M03,1997 Mar,3.3
LASST190000000000003,Iowa,19,1997,M04,1997 Apr,3.2
LASST190000000000003,Iowa,19,1997,M05,1997 May,3.1
LASST190000000000003,Iowa,19,1997,M06,1997 Jun,3.1
LASST190000000000003,Iowa,19,1997,M07,1997 Jul,3
LASST190000000000003,Iowa,19,1997,M08,1997 Aug,3
LASST190000000000003,Iowa,19,1997,M09,1997 Sep,3
LASST190000000000003,Iowa,19,1997,M10,1997 Oct,2.9
LASST190000000000003,Iowa,19,1997,M11,1997 Nov,2.9
LASST190000000000003,Iowa,19,1997,M12,1997 Dec,2.8
LASST190000000000003,Iowa,19,1998,M01,1998 Jan,2.8
LASST190000000000003,Iowa,19,1998,M02,1998 Feb,2.8
LASST190000000000003,Iowa,19,1998,M03,1998 Mar,2.7
LASST190000000000003,Iowa,19,1998,M04,1998 Apr,2.7
LASST190000000000003,Iowa,19,1998,M05,1998 May,2.7
LASST190000000000003,Iowa,19,1998,M06,1998 Jun,2.7
LASST190000000000003,Iowa,19,1998,M07,1998 Jul,2.7
LASST190000000000003,Iowa,19,1998,M08,1998 Aug,2.7
LASST190000000000003,Iowa,19,1998,M09,1998 Sep,2.8
LASST190000000000003,Iowa,19,1998,M10,1998 Oct,2.8
LASST190000000000003,Iowa,19,1998,M11,1998 Nov,2.8
LASST190000000000003,Iowa,19,1998,M12,1998 Dec,2.7
LASST190000000000003,Iowa,19,1999,M01,1999 Jan,2.7
LASST190000000000003,Iowa,19,1999,M02,1999 Feb,2.6
LASST190000000000003,Iowa,19,1999,M03,1999 Mar,2.6
LASST190000000000003,Iowa,19,1999,M04,1999 Apr,2.6
LASST190000000000003,Iowa,19,1999,M05,1999 May,2.6
LASST190000000000003,Iowa,19,1999,M06,1999 Jun,2.7
LASST190000000000003,Iowa,19,1999,M07,1999 Jul,2.7
LASST190000000000003,Iowa,19,1999,M08,1999 Aug,2.6
LASST190000000000003,Iowa,19,1999,M09,1999 Sep,2.6
LASST190000000000003,Iowa,19,1999,M10,1999 Oct,2.5
LASST190000000000003,Iowa,19,1999,M11,1999 Nov,2.5
LASST190000000000003,Iowa,19,1999,M12,1999 Dec,2.4
LASST190000000000003,Iowa,19,2000,M01,2000 Jan,2.4
LASST190000000000003,Iowa,19,2000,M02,2000 Feb,2.4
LASST190000000000003,Iowa,19,2000,M03,2000 Mar,2.4
LASST190000000000003,Iowa,19,2000,M04,2000 Apr,2.5
LASST190000000000003,Iowa,19,2000,M05,2000 May,2.5
LASST190000000000003,Iowa,19,2000,M06,2000 Jun,2.6
LASST190000000000003,Iowa,19,2000,M07,2000 Jul,2.6
LASST190000000000003,Iowa,19,2000,M08,2000 Aug,2.7
LASST190000000000003,Iowa,19,2000,M09,2000 Sep,2.7
LASST190000000000003,Iowa,19,2000,M10,2000 Oct,2.8
LASST190000000000003,Iowa,19,2000,M11,2000 Nov,2.9
LASST190000000000003,Iowa,19,2000,M12,2000 Dec,2.9
LASST190000000000003,Iowa,19,2001,M01,2001 Jan,3
LASST190000000000003,Iowa,19,2001,M02,2001 Feb,3.1
LASST190000000000003,Iowa,19,2001,M03,2001 Mar,3.2
LASST190000000000003,Iowa,19,2001,M04,2001 Apr,3.2
LASST190000000000003,Iowa,19,2001,M05,2001 May,3.2
LASST190000000000003,Iowa,19,2001,M06,2001 Jun,3.2
LASST190000000000003,Iowa,19,2001,M07,2001 Jul,3.3
LASST190000000000003,Iowa,19,2001,M08,2001 Aug,3.3
LASST190000000000003,Iowa,19,2001,M09,2001 Sep,3.4
LASST190000000000003,Iowa,19,2001,M10,2001 Oct,3.6
LASST190000000000003,Iowa,19,2001,M11,2001 Nov,3.7
LASST190000000000003,Iowa,19,2001,M12,2001 Dec,3.8
LASST190000000000003,Iowa,19,2002,M01,2002 Jan,3.9
LASST190000000000003,Iowa,19,2002,M02,2002 Feb,3.9
LASST190000000000003,Iowa,19,2002,M03,2002 Mar,4
LASST190000000000003,Iowa,19,2002,M04,2002 Apr,4
LASST190000000000003,Iowa,19,2002,M05,2002 May,4
LASST190000000000003,Iowa,19,2002,M06,2002 Jun,4
LASST190000000000003,Iowa,19,2002,M07,2002 Jul,4
LASST190000000000003,Iowa,19,2002,M08,2002 Aug,4
LASST190000000000003,Iowa,19,2002,M09,2002 Sep,4
LASST190000000000003,Iowa,19,2002,M10,2002 Oct,4
LASST190000000000003,Iowa,19,2002,M11,2002 Nov,4.1
LASST190000000000003,Iowa,19,2002,M12,2002 Dec,4.2
LASST190000000000003,Iowa,19,2003,M01,2003 Jan,4.3
LASST190000000000003,Iowa,19,2003,M02,2003 Feb,4.4
LASST190000000000003,Iowa,19,2003,M03,2003 Mar,4.5
LASST190000000000003,Iowa,19,2003,M04,2003 Apr,4.6
LASST190000000000003,Iowa,19,2003,M05,2003 May,4.6
LASST190000000000003,Iowa,19,2003,M06,2003 Jun,4.6
LASST190000000000003,Iowa,19,2003,M07,2003 Jul,4.6
LASST190000000000003,Iowa,19,2003,M08,2003 Aug,4.6
LASST190000000000003,Iowa,19,2003,M09,2003 Sep,4.6
LASST190000000000003,Iowa,19,2003,M10,2003 Oct,4.5
LASST190000000000003,Iowa,19,2003,M11,2003 Nov,4.5
LASST190000000000003,Iowa,19,2003,M12,2003 Dec,4.4
LASST190000000000003,Iowa,19,2004,M01,2004 Jan,4.4
LASST190000000000003,Iowa,19,2004,M02,2004 Feb,4.4
LASST190000000000003,Iowa,19,2004,M03,2004 Mar,4.4
LASST190000000000003,Iowa,19,2004,M04,2004 Apr,4.4
LASST190000000000003,Iowa,19,2004,M05,2004 May,4.5
LASST190000000000003,Iowa,19,2004,M06,2004 Jun,4.5
LASST190000000000003,Iowa,19,2004,M07,2004 Jul,4.5
LASST190000000000003,Iowa,19,2004,M08,2004 Aug,4.6
LASST190000000000003,Iowa,19,2004,M09,2004 Sep,4.6
LASST190000000000003,Iowa,19,2004,M10,2004 Oct,4.6
LASST190000000000003,Iowa,19,2004,M11,2004 Nov,4.5
LASST190000000000003,Iowa,19,2004,M12,2004 Dec,4.5
LASST190000000000003,Iowa,19,2005,M01,2005 Jan,4.5
LASST190000000000003,Iowa,19,2005,M02,2005 Feb,4.4
LASST190000000000003,Iowa,19,2005,M03,2005 Mar,4.4
LASST190000000000003,Iowa,19,2005,M04,2005 Apr,4.3
LASST190000000000003,Iowa,19,2005,M05,2005 May,4.3
LASST190000000000003,Iowa,19,2005,M06,2005 Jun,4.2
LASST190000000000003,Iowa,19,2005,M07,2005 Jul,4.2
LASST190000000000003,Iowa,19,2005,M08,2005 Aug,4.2
LASST190000000000003,Iowa,19,2005,M09,2005 Sep,4.2
LASST190000000000003,Iowa,19,2005,M10,2005 Oct,4.2
LASST190000000000003,Iowa,19,2005,M11,2005 Nov,4.1
LASST190000000000003,Iowa,19,2005,M12,2005 Dec,4
LASST190000000000003,Iowa,19,2006,M01,2006 Jan,3.9
LASST190000000000003,Iowa,19,2006,M02,2006 Feb,3.8
LASST190000000000003,Iowa,19,2006,M03,2006 Mar,3.7
LASST190000000000003,Iowa,19,2006,M04,2006 Apr,3.6
LASST190000000000003,Iowa,19,2006,M05,2006 May,3.6
LASST190000000000003,Iowa,19,2006,M06,2006 Jun,3.6
LASST190000000000003,Iowa,19,2006,M07,2006 Jul,3.7
LASST190000000000003,Iowa,19,2006,M08,2006 Aug,3.7
LASST190000000000003,Iowa,19,2006,M09,2006 Sep,3.7
LASST190000000000003,Iowa,19,2006,M10,2006 Oct,3.7
LASST190000000000003,Iowa,19,2006,M11,2006 Nov,3.7
LASST190000000000003,Iowa,19,2006,M12,2006 Dec,3.7
LASST190000000000003,Iowa,19,2007,M01,2007 Jan,3.7
LASST190000000000003,Iowa,19,2007,M02,2007 Feb,3.7
LASST190000000000003,Iowa,19,2007,M03,2007 Mar,3.7
LASST190000000000003,Iowa,19,2007,M04,2007 Apr,3.7
LASST190000000000003,Iowa,19,2007,M05,2007 May,3.7
LASST190000000000003,Iowa,19,2007,M06,2007 Jun,3.7
LASST190000000000003,Iowa,19,2007,M07,2007 Jul,3.7
LASST190000000000003,Iowa,19,2007,M08,2007 Aug,3.7
LASST190000000000003,Iowa,19,2007,M09,2007 Sep,3.7
LASST190000000000003,Iowa,19,2007,M10,2007 Oct,3.7
LASST190000000000003,Iowa,19,2007,M11,2007 Nov,3.7
LASST190000000000003,Iowa,19,2007,M12,2007 Dec,3.7
LASST190000000000003,Iowa,19,2008,M01,2008 Jan,3.7
LASST190000000000003,Iowa,19,2008,M02,2008 Feb,3.7
LASST190000000000003,Iowa,19,2008,M03,2008 Mar,3.8
LASST190000000000003,Iowa,19,2008,M04,2008 Apr,3.9
LASST190000000000003,Iowa,19,2008,M05,2008 May,4
LASST190000000000003,Iowa,19,2008,M06,2008 Jun,4.1
LASST190000000000003,Iowa,19,2008,M07,2008 Jul,4.2
LASST190000000000003,Iowa,19,2008,M08,2008 Aug,4.3
LASST190000000000003,Iowa,19,2008,M09,2008 Sep,4.5
LASST190000000000003,Iowa,19,2008,M10,2008 Oct,4.7
LASST190000000000003,Iowa,19,2008,M11,2008 Nov,5
LASST190000000000003,Iowa,19,2008,M12,2008 Dec,5.3
LASST190000000000003,Iowa,19,2009,M01,2009 Jan,5.7
LASST190000000000003,Iowa,19,2009,M02,2009 Feb,6.1
LASST190000000000003,Iowa,19,2009,M03,2009 Mar,6.4
LASST190000000000003,Iowa,19,2009,M04,2009 Apr,6.5
LASST190000000000003,Iowa,19,2009,M05,2009 May,6.6
LASST190000000000003,Iowa,19,2009,M06,2009 Jun,6.6
LASST190000000000003,Iowa,19,2009,M07,2009 Jul,6.6
LASST190000000000003,Iowa,19,2009,M08,2009 Aug,6.6
LASST190000000000003,Iowa,19,2009,M09,2009 Sep,6.5
LASST190000000000003,Iowa,19,2009,M10,2009 Oct,6.5
LASST190000000000003,Iowa,19,2009,M11,2009 Nov,6.4
LASST190000000000003,Iowa,19,2009,M12,2009 Dec,6.4
LASST190000000000003,Iowa,19,2010,M01,2010 Jan,6.4
LASST190000000000003,Iowa,19,2010,M02,2010 Feb,6.3
LASST190000000000003,Iowa,19,2010,M03,2010 Mar,6.2
LASST190000000000003,Iowa,19,2010,M04,2010 Apr,6.1
LASST190000000000003,Iowa,19,2010,M05,2010 May,6
LASST190000000000003,Iowa,19,2010,M06,2010 Jun,5.9
LASST190000000000003,Iowa,19,2010,M07,2010 Jul,5.9
LASST190000000000003,Iowa,19,2010,M08,2010 Aug,5.9
LASST190000000000003,Iowa,19,2010,M09,2010 Sep,5.8
LASST190000000000003,Iowa,19,2010,M10,2010 Oct,5.8
LASST190000000000003,Iowa,19,2010,M11,2010 Nov,5.8
LASST190000000000003,Iowa,19,2010,M12,2010 Dec,5.7
LASST190000000000003,Iowa,19,2011,M01,2011 Jan,5.7
LASST190000000000003,Iowa,19,2011,M02,2011 Feb,5.6
LASST190000000000003,Iowa,19,2011,M03,2011 Mar,5.5
LASST190000000000003,Iowa,19,2011,M04,2011 Apr,5.5
LASST190000000000003,Iowa,19,2011,M05,2011 May,5.5
LASST190000000000003,Iowa,19,2011,M06,2011 Jun,5.5
LASST190000000000003,Iowa,19,2011,M07,2011 Jul,5.5
LASST190000000000003,Iowa,19,2011,M08,2011 Aug,5.5
LASST190000000000003,Iowa,19,2011,M09,2011 Sep,5.5
LASST190000000000003,Iowa,19,2011,M10,2011 Oct,5.4
LASST190000000000003,Iowa,19,2011,M11,2011 Nov,5.3
